name,date,sub,session,dtype,fname,status,notes
Felix,2025-02-03,3000140,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000141,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000142,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000143,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000144,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000145,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000146,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000147,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000148,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000149,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000150,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000152,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000153,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000154,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000155,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000156,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000157,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000158,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000160,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000161,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000162,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000163,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000164,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000165,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000166,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000167,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000168,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000169,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000170,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000171,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000172,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000173,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000174,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000175,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000176,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000177,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000178,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000179,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000180,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000181,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000182,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000183,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000185,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000186,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000188,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000189,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000191,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000192,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000193,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000194,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000196,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000197,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000198,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000199,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000201,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000204,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000205,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000208,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000210,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000211,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000212,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000213,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000215,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000216,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000217,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000218,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000220,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000221,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000222,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000225,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000226,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000227,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000228,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000229,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000232,s1_r1,psychopy,,FAILED,INCORRECT FILES/EXTENSIONS
Felix,2025-02-03,3000234,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000235,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000236,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000237,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000239,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000240,s1_r1,psychopy,,FAILED,INCORRECT FILES/EXTENSIONS
Felix,2025-02-03,3000241,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000243,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000244,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000246,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000247,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000250,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000252,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000253,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000254,s1_r1,psychopy,,PASSED,
Felix,2025-02-03,3000255,s1_r1,psychopy,,PASSED,
