datetime,user,identifier,subject,dataType,encrypted,suffix,errorType,errorDetails
2025-02-17_14-17,llaplace,sub-3000001_all_digi_s3_r1_e1,3000001,digi,1,s3_r1_e1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s3_r1/digi/sub-3000001/, folder exists but no identifier or sub-3000001_all_digi_s3_r1_e1_no-data.txt was found)"
2025-02-17_14-17,llaplace,sub-3000001_all_digi_s3_r1_e1,3000001,digi,1,s3_r1_e1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000001/s3_r1/digi/, folder is not present)"
2025-02-17_14-17,llaplace,sub-3000003_all_digi_s1_r1_e1,3000003,digi,1,s1_r1_e1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/digi/sub-3000003/, folder exists but no identifier or sub-3000003_all_digi_s1_r1_e1_no-data.txt was found)"
2025-02-17_14-17,llaplace,sub-3000003_all_digi_s1_r1_e1,3000003,digi,1,s1_r1_e1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s1_r1/digi/, folder is not present)"
2025-02-17_14-17,llaplace,sub-3000003_all_digi_s2_r1_e1,3000003,digi,1,s2_r1_e1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s2_r1/digi/, folder is not present)"
2025-02-17_14-17,llaplace,sub-3000005_all_audacity_s3_r1_e1,3000005,audacity,1,s3_r1_e1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s3_r1/audacity/sub-3000005/, folder exists but no identifier or sub-3000005_all_audacity_s3_r1_e1_no-data.txt was found)"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Issue file,Found issue.txt in identifier's directory
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.vhdr contains additional information (alone-flanker-blocks-one-to-four-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-five-to-six-only.vhdr contains additional information (alone-flanker-blocks-five-to-six-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.vmrk contains additional information (alone-flanker-block-seven-through-observed-condition-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.vmrk contains additional information (alone-flanker-blocks-one-to-four-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-five-to-six-only.eeg contains additional information (alone-flanker-blocks-five-to-six-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-five-to-six-only.vmrk contains additional information (alone-flanker-blocks-five-to-six-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.eeg contains additional information (alone-flanker-blocks-one-to-four-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.eeg contains additional information (alone-flanker-block-seven-through-observed-condition-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Naming error,"File name sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.vhdr contains additional information (alone-flanker-block-seven-through-observed-condition-only), but deviation.txt is missing"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Missing file,Expected file sub-3000005_all_eeg_s3_r1_e1.eeg not found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Missing file,Expected file sub-3000005_all_eeg_s3_r1_e1.vmrk not found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Missing file,Expected file sub-3000005_all_eeg_s3_r1_e1.vhdr not found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file issue.txt found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.vhdr found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-five-to-six-only.vhdr found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.vmrk found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.vmrk found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-five-to-six-only.eeg found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-five-to-six-only.vmrk found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.eeg found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.eeg found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,Unexpected file,Unexpected file sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.vhdr found
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,EEG error,"Incorrect DataFile sub-3000005_all_eeg_s3_r1_e1_aloneblock7.eeg in .vmrk file, expected sub-3000005_all_eeg_s3_r1_e1_alone-flanker-block-seven-through-observed-condition-only.eeg"
2025-02-17_14-18,llaplace,sub-3000005_all_eeg_s3_r1_e1,3000005,eeg,0,s3_r1_e1,EEG error,"Incorrect DataFile ssub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.eeg in .vmrk file, expected sub-3000005_all_eeg_s3_r1_e1_alone-flanker-blocks-one-to-four-only.eeg"
2025-02-17_14-18,llaplace,sub-3000005_all_zoom_s3_r1_e1,3000005,zoom,1,s3_r1_e1,Issue file,Found issue.txt in identifier's directory
2025-02-17_14-18,llaplace,sub-3000005_all_zoom_s3_r1_e1,3000005,zoom,1,s3_r1_e1,Unexpected file,Unexpected file issue.txt found
2025-02-17_14-18,llaplace,sub-3000005_arrow-alert-v1-2_psychopy_s3_r1_e1,3000005,psychopy,0,s3_r1_e1,Issue file,Found issue.txt in identifier's directory
