datetime,user,identifier,subject,dataType,encrypted,suffix,errorType,errorDetails
2025-06-27_15-12,llaplace,,,REDCap,0,s3_r1,Tracker update error,"Could not find bbsparent in all_rc_dfs, skipping"
2025-06-27_15-11,llaplace,Unknown Identifier,,,0,,Naming error,File /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/digi/sub-3000177/sub-3000177_s1_r1_e1_scan5.zip.gpg does not match expected identifier format
2025-06-27_15-11,llaplace,Unknown Identifier,,,0,,Naming error,File /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/digi/sub-3000177/sub-3000177_s1_r1_e1_scan1.zip.gpg does not match expected identifier format
2025-06-27_15-10,llaplace,sub-3000054_all_digi_s3_r1_e1,3000054.0,digi,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s3_r1/digi/sub-3000054/, folder exists but no identifier or sub-3000054_all_digi_s3_r1_e1_no-data.txt was found)"
2025-06-27_15-10,llaplace,sub-3000054_all_digi_s3_r1_e1,3000054.0,digi,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000054/s3_r1/digi/, folder is not present)"
2025-06-27_15-10,llaplace,sub-3000054_all_zoom_s3_r1_e1,3000054.0,zoom,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s3_r1/zoom/sub-3000054/, folder exists but no identifier or sub-3000054_all_zoom_s3_r1_e1_no-data.txt was found)"
2025-06-27_15-10,llaplace,sub-3000054_all_zoom_s3_r1_e1,3000054.0,zoom,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000054/s3_r1/zoom/, folder is not present)"
2025-06-27_15-10,llaplace,sub-3000062_all_eeg_s3_r1_e1,3000062.0,eeg,0,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000062/s3_r1/eeg/, folder is not present)"
2025-06-27_15-10,llaplace,sub-3000177_all_digi_s1_r1_e1,3000177.0,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000177/s1_r1/digi/, folder is not present)"
2025-06-27_15-11,llaplace,sub-3000177_all_digi_s1_r1_e1,3000177.0,digi,1,s1_r1,Directory contains problematic files,Directory contains files with errors that could not be definitively linked to this identifier
2025-06-27_15-11,llaplace,sub-3000220_all_eeg_s2_r1_e1,3000220.0,eeg,0,s2_r1,Empty file,Found empty file /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s2_r1/eeg/sub-3000220/sub-3000220_all_eeg_s2_r1_e1.eeg
2025-06-27_15-10,llaplace,sub-3000320_all_zoom_s1_r1_e1,3000320.0,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000320/, folder exists but no identifier or sub-3000320_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-06-27_15-10,llaplace,sub-3000325_all_digi_s1_r1_e1,3000325.0,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/digi/sub-3000325/, folder exists but no identifier or sub-3000325_all_digi_s1_r1_e1_no-data.txt was found)"
2025-06-27_15-10,llaplace,sub-3000325_all_zoom_s1_r1_e1,3000325.0,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000325/, folder exists but no identifier or sub-3000325_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-06-27_15-12,llaplace,,,REDCap,0,s3_r1,Tracker update error,The following subjects are in the remote-only and in-person REDCaps for bbsparent: 3080040
