datetime,user,passRaw,identifier,subject,dataType,encrypted,suffix,errorType,errorDetails
2025-07-15_18-14,llaplace,1,sub-3000056_all_eeg_s2_r1_e1,3000056,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000056_all_zoom_s1_r1_e1,3000056,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000056_all_zoom_s2_r1_e1,3000056,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000056_arrow-alert-v1-2_psychopy_s1_r1_e1,3000056,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000056_arrow-alert-v1-2_psychopy_s2_r1_e1,3000056,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_audacity_s1_r1_e1,3000058,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_audacity_s2_r1_e1,3000058,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_audacity_s3_r1_e1,3000058,audacity,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_digi_s1_r1_e1,3000058,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_digi_s2_r1_e1,3000058,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_digi_s3_r1_e1,3000058,digi,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_eeg_s1_r1_e1,3000058,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_eeg_s2_r1_e1,3000058,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_eeg_s3_r1_e1,3000058,eeg,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_zoom_s1_r1_e1,3000058,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_zoom_s2_r1_e1,3000058,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_all_zoom_s3_r1_e1,3000058,zoom,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_arrow-alert-v1-2_psychopy_s1_r1_e1,3000058,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_arrow-alert-v1-2_psychopy_s2_r1_e1,3000058,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000058_arrow-alert-v1-2_psychopy_s3_r1_e1,3000058,psychopy,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000059_all_audacity_s1_r1_e1,3000059,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000059_all_digi_s1_r1_e1,3000059,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000059_all_eeg_s1_r1_e1,3000059,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000059_all_zoom_s1_r1_e1,3000059,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000059_arrow-alert-v1-2_psychopy_s1_r1_e1,3000059,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_audacity_s1_r1_e1,3000060,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_audacity_s2_r1_e1,3000060,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_audacity_s3_r1_e1,3000060,audacity,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_digi_s1_r1_e1,3000060,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_digi_s2_r1_e1,3000060,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_digi_s3_r1_e1,3000060,digi,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_eeg_s1_r1_e1,3000060,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_eeg_s2_r1_e1,3000060,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_eeg_s3_r1_e1,3000060,eeg,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_zoom_s1_r1_e1,3000060,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_zoom_s2_r1_e1,3000060,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_all_zoom_s3_r1_e1,3000060,zoom,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_arrow-alert-v1-2_psychopy_s1_r1_e1,3000060,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_arrow-alert-v1-2_psychopy_s2_r1_e1,3000060,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000060_arrow-alert-v1-2_psychopy_s3_r1_e1,3000060,psychopy,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_audacity_s1_r1_e1,3000062,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_audacity_s2_r1_e1,3000062,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_audacity_s3_r1_e1,3000062,audacity,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_digi_s1_r1_e1,3000062,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_digi_s2_r1_e1,3000062,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_digi_s3_r1_e1,3000062,digi,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_eeg_s1_r1_e1,3000062,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_eeg_s2_r1_e1,3000062,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_eeg_s3_r1_e1,3000062,eeg,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_zoom_s1_r1_e1,3000062,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_zoom_s2_r1_e1,3000062,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_all_zoom_s3_r1_e1,3000062,zoom,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_arrow-alert-v1-2_psychopy_s1_r1_e1,3000062,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_arrow-alert-v1-2_psychopy_s2_r1_e1,3000062,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000062_arrow-alert-v1-2_psychopy_s3_r1_e1,3000062,psychopy,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_audacity_s1_r1_e1,3000064,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_audacity_s2_r1_e1,3000064,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_digi_s1_r1_e1,3000064,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_digi_s2_r1_e1,3000064,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_eeg_s1_r1_e1,3000064,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_eeg_s2_r1_e1,3000064,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_zoom_s1_r1_e1,3000064,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_all_zoom_s2_r1_e1,3000064,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_arrow-alert-v1-2_psychopy_s1_r1_e1,3000064,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000064_arrow-alert-v1-2_psychopy_s2_r1_e1,3000064,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000066_all_audacity_s1_r1_e1,3000066,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000066_all_digi_s1_r1_e1,3000066,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000066_all_eeg_s1_r1_e1,3000066,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000066_all_zoom_s1_r1_e1,3000066,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000066_arrow-alert-v1-2_psychopy_s1_r1_e1,3000066,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_audacity_s1_r1_e1,3000067,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_audacity_s2_r1_e1,3000067,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_digi_s1_r1_e1,3000067,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_digi_s2_r1_e1,3000067,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_eeg_s1_r1_e1,3000067,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_eeg_s2_r1_e1,3000067,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_zoom_s1_r1_e1,3000067,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_all_zoom_s2_r1_e1,3000067,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_arrow-alert-v1-2_psychopy_s1_r1_e1,3000067,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000067_arrow-alert-v1-2_psychopy_s2_r1_e1,3000067,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_audacity_s1_r1_e1,3000071,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_audacity_s2_r1_e1,3000071,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,0,sub-3000071_all_audacity_s3_r1_e1,3000071,audacity,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s3_r1/audacity/sub-3000071/, folder is not present)"
2025-07-15_18-14,llaplace,1,sub-3000071_all_digi_s1_r1_e1,3000071,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_digi_s2_r1_e1,3000071,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_digi_s3_r1_e1,3000071,digi,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_eeg_s1_r1_e1,3000071,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_eeg_s2_r1_e1,3000071,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_eeg_s3_r1_e1,3000071,eeg,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_zoom_s1_r1_e1,3000071,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_zoom_s2_r1_e1,3000071,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_all_zoom_s3_r1_e1,3000071,zoom,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_arrow-alert-v1-2_psychopy_s1_r1_e1,3000071,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_arrow-alert-v1-2_psychopy_s2_r1_e1,3000071,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000071_arrow-alert-v1-2_psychopy_s3_r1_e1,3000071,psychopy,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_audacity_s1_r1_e1,3000073,audacity,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_audacity_s2_r1_e1,3000073,audacity,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_audacity_s3_r1_e1,3000073,audacity,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_digi_s1_r1_e1,3000073,digi,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_digi_s2_r1_e1,3000073,digi,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_digi_s3_r1_e1,3000073,digi,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_eeg_s1_r1_e1,3000073,eeg,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_eeg_s2_r1_e1,3000073,eeg,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_eeg_s3_r1_e1,3000073,eeg,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_zoom_s1_r1_e1,3000073,zoom,1,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_zoom_s2_r1_e1,3000073,zoom,1,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_all_zoom_s3_r1_e1,3000073,zoom,1,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_arrow-alert-v1-2_psychopy_s1_r1_e1,3000073,psychopy,0,s1_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_arrow-alert-v1-2_psychopy_s2_r1_e1,3000073,psychopy,0,s2_r1,,
2025-07-15_18-14,llaplace,1,sub-3000073_arrow-alert-v1-2_psychopy_s3_r1_e1,3000073,psychopy,0,s3_r1,,
2025-07-15_18-14,llaplace,1,sub-3000074_all_audacity_s1_r1_e1,3000074,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_audacity_s2_r1_e1,3000074,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_audacity_s3_r1_e1,3000074,audacity,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_digi_s1_r1_e1,3000074,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_digi_s2_r1_e1,3000074,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_digi_s3_r1_e1,3000074,digi,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_eeg_s1_r1_e1,3000074,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_eeg_s2_r1_e1,3000074,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_eeg_s3_r1_e1,3000074,eeg,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_zoom_s1_r1_e1,3000074,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_zoom_s2_r1_e1,3000074,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_all_zoom_s3_r1_e1,3000074,zoom,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_arrow-alert-v1-2_psychopy_s1_r1_e1,3000074,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_arrow-alert-v1-2_psychopy_s2_r1_e1,3000074,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000074_arrow-alert-v1-2_psychopy_s3_r1_e1,3000074,psychopy,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_audacity_s1_r1_e1,3000077,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_audacity_s2_r1_e1,3000077,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_digi_s1_r1_e1,3000077,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_digi_s2_r1_e1,3000077,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_eeg_s1_r1_e1,3000077,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_eeg_s2_r1_e1,3000077,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_zoom_s1_r1_e1,3000077,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_all_zoom_s2_r1_e1,3000077,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_arrow-alert-v1-2_psychopy_s1_r1_e1,3000077,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000077_arrow-alert-v1-2_psychopy_s2_r1_e1,3000077,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_audacity_s1_r1_e1,3000079,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_audacity_s2_r1_e1,3000079,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_audacity_s3_r1_e1,3000079,audacity,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_digi_s1_r1_e1,3000079,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_digi_s2_r1_e1,3000079,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_digi_s3_r1_e1,3000079,digi,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_eeg_s1_r1_e1,3000079,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_eeg_s2_r1_e1,3000079,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_eeg_s3_r1_e1,3000079,eeg,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_zoom_s1_r1_e1,3000079,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_zoom_s2_r1_e1,3000079,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_all_zoom_s3_r1_e1,3000079,zoom,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_arrow-alert-v1-2_psychopy_s1_r1_e1,3000079,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_arrow-alert-v1-2_psychopy_s2_r1_e1,3000079,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000079_arrow-alert-v1-2_psychopy_s3_r1_e1,3000079,psychopy,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_audacity_s1_r1_e1,3000080,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_audacity_s2_r1_e1,3000080,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_audacity_s3_r1_e1,3000080,audacity,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_digi_s1_r1_e1,3000080,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_digi_s2_r1_e1,3000080,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_digi_s3_r1_e1,3000080,digi,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_eeg_s1_r1_e1,3000080,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_eeg_s2_r1_e1,3000080,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_eeg_s3_r1_e1,3000080,eeg,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_zoom_s1_r1_e1,3000080,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_zoom_s2_r1_e1,3000080,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_all_zoom_s3_r1_e1,3000080,zoom,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_arrow-alert-v1-2_psychopy_s1_r1_e1,3000080,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_arrow-alert-v1-2_psychopy_s2_r1_e1,3000080,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000080_arrow-alert-v1-2_psychopy_s3_r1_e1,3000080,psychopy,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_audacity_s1_r1_e1,3000081,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_audacity_s2_r1_e1,3000081,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_audacity_s3_r1_e1,3000081,audacity,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_digi_s1_r1_e1,3000081,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_digi_s2_r1_e1,3000081,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_digi_s3_r1_e1,3000081,digi,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_eeg_s1_r1_e1,3000081,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_eeg_s2_r1_e1,3000081,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_eeg_s3_r1_e1,3000081,eeg,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_zoom_s1_r1_e1,3000081,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_zoom_s2_r1_e1,3000081,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_all_zoom_s3_r1_e1,3000081,zoom,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_arrow-alert-v1-2_psychopy_s1_r1_e1,3000081,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_arrow-alert-v1-2_psychopy_s2_r1_e1,3000081,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000081_arrow-alert-v1-2_psychopy_s3_r1_e1,3000081,psychopy,0,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000082_all_audacity_s1_r1_e1,3000082,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000082_all_digi_s1_r1_e1,3000082,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000082_all_eeg_s1_r1_e1,3000082,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000082_all_zoom_s1_r1_e1,3000082,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000082_arrow-alert-v1-2_psychopy_s1_r1_e1,3000082,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_audacity_s1_r1_e1,3000083,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_audacity_s2_r1_e1,3000083,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_digi_s1_r1_e1,3000083,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_digi_s2_r1_e1,3000083,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_eeg_s1_r1_e1,3000083,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_eeg_s2_r1_e1,3000083,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_zoom_s1_r1_e1,3000083,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_all_zoom_s2_r1_e1,3000083,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_arrow-alert-v1-2_psychopy_s1_r1_e1,3000083,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000083_arrow-alert-v1-2_psychopy_s2_r1_e1,3000083,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_audacity_s1_r1_e1,3000084,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_audacity_s2_r1_e1,3000084,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_digi_s1_r1_e1,3000084,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_digi_s2_r1_e1,3000084,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_eeg_s1_r1_e1,3000084,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_eeg_s2_r1_e1,3000084,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_zoom_s1_r1_e1,3000084,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_all_zoom_s2_r1_e1,3000084,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_arrow-alert-v1-2_psychopy_s1_r1_e1,3000084,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000084_arrow-alert-v1-2_psychopy_s2_r1_e1,3000084,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_audacity_s1_r1_e1,3000086,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_audacity_s2_r1_e1,3000086,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_digi_s1_r1_e1,3000086,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_digi_s2_r1_e1,3000086,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_eeg_s1_r1_e1,3000086,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_eeg_s2_r1_e1,3000086,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_zoom_s1_r1_e1,3000086,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_all_zoom_s2_r1_e1,3000086,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_arrow-alert-v1-2_psychopy_s1_r1_e1,3000086,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000086_arrow-alert-v1-2_psychopy_s2_r1_e1,3000086,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_audacity_s1_r1_e1,3000087,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_audacity_s2_r1_e1,3000087,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_digi_s1_r1_e1,3000087,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_digi_s2_r1_e1,3000087,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_eeg_s1_r1_e1,3000087,eeg,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_eeg_s2_r1_e1,3000087,eeg,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_zoom_s1_r1_e1,3000087,zoom,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_all_zoom_s2_r1_e1,3000087,zoom,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_arrow-alert-v1-2_psychopy_s1_r1_e1,3000087,psychopy,0,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000087_arrow-alert-v1-2_psychopy_s2_r1_e1,3000087,psychopy,0,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000088_all_audacity_s1_r1_e1,3000088,audacity,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000088_all_audacity_s2_r1_e1,3000088,audacity,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000088_all_audacity_s3_r1_e1,3000088,audacity,1,s3_r1,,
2025-07-15_18-15,llaplace,1,sub-3000088_all_digi_s1_r1_e1,3000088,digi,1,s1_r1,,
2025-07-15_18-15,llaplace,1,sub-3000088_all_digi_s2_r1_e1,3000088,digi,1,s2_r1,,
2025-07-15_18-15,llaplace,1,sub-3000088_all_digi_s3_r1_e1,3000088,digi,1,s3_r1,,
