datetime,user,identifier,subject,dataType,encrypted,suffix,errorType,errorDetails
2025-09-25_15-05,llaplace,sub-3000001_all_zoom_s1_r1_e1,3000001,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000001/, folder exists but no identifier or sub-3000001_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000001_all_zoom_s1_r1_e1,3000001,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000001/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000003_all_zoom_s2_r1_e1,3000003,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s2_r1/zoom/sub-3000003/, folder exists but no identifier or sub-3000003_all_zoom_s2_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000003_all_zoom_s2_r1_e1,3000003,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s2_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000004_all_zoom_s1_r1_e1,3000004,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000004/, folder exists but no identifier or sub-3000004_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000004_all_zoom_s1_r1_e1,3000004,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000004/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000004_all_zoom_s2_r1_e1,3000004,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s2_r1/zoom/sub-3000004/, folder exists but no identifier or sub-3000004_all_zoom_s2_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000004_all_zoom_s2_r1_e1,3000004,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000004/s2_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000005_all_zoom_s1_r1_e1,3000005,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000005/, folder exists but no identifier or sub-3000005_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000005_all_zoom_s1_r1_e1,3000005,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000005/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000008_all_zoom_s1_r1_e1,3000008,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000008/, folder exists but no identifier or sub-3000008_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000008_all_zoom_s1_r1_e1,3000008,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000010_all_zoom_s1_r1_e1,3000010,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000010/, folder exists but no identifier or sub-3000010_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000010_all_zoom_s1_r1_e1,3000010,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000010/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000011_all_zoom_s1_r1_e1,3000011,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000011/, folder exists but no identifier or sub-3000011_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000011_all_zoom_s1_r1_e1,3000011,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000011/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000012_all_zoom_s2_r1_e1,3000012,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s2_r1/zoom/sub-3000012/, folder exists but no identifier or sub-3000012_all_zoom_s2_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000012_all_zoom_s2_r1_e1,3000012,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000012/s2_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000014_all_zoom_s1_r1_e1,3000014,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000014/, folder exists but no identifier or sub-3000014_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000014_all_zoom_s1_r1_e1,3000014,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000014/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000015_all_zoom_s1_r1_e1,3000015,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000015/, folder exists but no identifier or sub-3000015_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000015_all_zoom_s1_r1_e1,3000015,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000015/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000019_all_zoom_s1_r1_e1,3000019,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000019/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000020_all_zoom_s1_r1_e1,3000020,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000020/, folder exists but no identifier or sub-3000020_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000020_all_zoom_s1_r1_e1,3000020,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000020/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000021_all_zoom_s1_r1_e1,3000021,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000021/, folder exists but no identifier or sub-3000021_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000021_all_zoom_s1_r1_e1,3000021,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000021/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000028_all_zoom_s1_r1_e1,3000028,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/zoom/sub-3000028/, folder exists but no identifier or sub-3000028_all_zoom_s1_r1_e1_no-data.txt was found)"
2025-09-25_15-05,llaplace,sub-3000028_all_zoom_s1_r1_e1,3000028,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000028/s1_r1/zoom/, folder is not present)"
2025-09-25_15-05,llaplace,sub-3000033_all_zoom_s1_r1_e1,3000033,zoom,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000033/s1_r1/zoom/, folder is not present)"
