datetime,user,identifier,subject,dataType,encrypted,suffix,errorType,errorDetails
2025-02-19_13-02,nwelch,sub-3000001_all_digi_s3_r1_e1,3000001,digi,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000001/s3_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000003_all_digi_s1_r1_e1,3000003,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000003_all_digi_s2_r1_e1,3000003,digi,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s2_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000006_all_digi_s1_r1_e1,3000006,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000006/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000008_all_digi_s1_r1_e1,3000008,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000008_all_digi_s2_r1_e1,3000008,digi,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s2_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1,3000008,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/psychopy/
2025-02-19_13-02,nwelch,sub-3000008_arrow-alert-v1-2_psychopy_s1_r1_e1,3000008,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/psychopy/
2025-02-19_13-02,nwelch,sub-3000011_all_digi_s1_r1_e1,3000011,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000011/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000014_arrow-alert-v1-1_psychopy_s1_r1_e1,3000014,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000014/s1_r1/psychopy/
2025-02-19_13-02,nwelch,sub-3000014_arrow-alert-v1-2_psychopy_s1_r1_e1,3000014,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000014/s1_r1/psychopy/
2025-02-19_13-02,nwelch,sub-3000033_all_audacity_s1_r1_e1,3000033,audacity,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000033/s1_r1/audacity/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000033_all_digi_s1_r1_e1,3000033,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000033/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000034_all_eeg_s1_r1_e1,3000034,eeg,0,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000034/s1_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000040_all_digi_s1_r1_e1,3000040,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000040/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000040_all_eeg_s1_r1_e1,3000040,eeg,0,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000040/s1_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000044_all_eeg_s2_r1_e1,3000044,eeg,0,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000044/s2_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000045_all_digi_s2_r1_e1,3000045,digi,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000045/s2_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000049_all_eeg_s1_r1_e1,3000049,eeg,0,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000049/s1_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000055_all_audacity_s1_r1_e1,3000055,audacity,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000055/s1_r1/audacity/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000056_all_audacity_s2_r1_e1,3000056,audacity,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000056/s2_r1/audacity/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000056_all_eeg_s2_r1_e1,3000056,eeg,0,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000056/s2_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000056_all_zoom_s2_r1_e1,3000056,zoom,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000056/s2_r1/zoom/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000056_arrow-alert-v1-1_psychopy_s2_r1_e1,3000056,psychopy,0,s2_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000056/s2_r1/psychopy/
2025-02-19_13-02,nwelch,sub-3000056_arrow-alert-v1-2_psychopy_s2_r1_e1,3000056,psychopy,0,s2_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000056/s2_r1/psychopy/
2025-02-19_13-02,nwelch,sub-3000058_all_eeg_s1_r1_e1,3000058,eeg,0,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000058/s1_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000060_all_digi_s2_r1_e1,3000060,digi,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000060/s2_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000060_all_eeg_s2_r1_e1,3000060,eeg,0,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000060/s2_r1/eeg/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000066_all_digi_s1_r1_e1,3000066,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000066/s1_r1/digi/, folder is not present)"
2025-02-19_13-02,nwelch,sub-3000079_all_eeg_s2_r1_e1,3000079,eeg,0,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000079/s2_r1/eeg/, folder is not present)"
