name,date,sub,session,dtype,fname,status,notes
Felix,2025-02-07,3000001,s2_r1,psychopy,"sub-3000001_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000001_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000001_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000002,s2_r1,psychopy,"sub-3000002_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000002_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000002_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000003,s2_r1,psychopy,"sub-3000003_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000003_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000003_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000004,s2_r1,psychopy,"sub-3000004_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000004_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000004_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000005,s2_r1,psychopy,"sub-3000005_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000005_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000005_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000006,s2_r1,psychopy,"sub-3000006_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000006_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000006_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000008,s2_r1,psychopy,"sub-3000008_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000008_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000008_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000010,s2_r1,psychopy,"sub-3000010_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000010_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000010_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000011,s2_r1,psychopy,"sub-3000011_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000011_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000011_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000012,s2_r1,psychopy,"sub-3000012_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000012_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000012_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000013,s2_r1,psychopy,"sub-3000013_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000013_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000013_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000014,s2_r1,psychopy,"sub-3000014_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000014_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000014_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000015,s2_r1,psychopy,"sub-3000015_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000015_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000015_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000019,s2_r1,psychopy,"sub-3000019_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000019_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000019_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000020,s2_r1,psychopy,"sub-3000020_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000020_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000020_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000021,s2_r1,psychopy,"sub-3000021_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000021_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000021_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000022,s2_r1,psychopy,"sub-3000022_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000022_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000022_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000023,s2_r1,psychopy,"sub-3000023_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000023_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000023_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000026,s2_r1,psychopy,"sub-3000026_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000026_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000026_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000028,s2_r1,psychopy,"sub-3000028_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000028_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000028_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000030,s2_r1,psychopy,"sub-3000030_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000030_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000030_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Felix,2025-02-07,3000031,s2_r1,psychopy,"sub-3000031_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000031_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000031_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
