name,date,sub,session,dtype,fname,status
Felix,2025-02-07,3000001,s3_r1,psychopy,"sub-3000001_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000001_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000001_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
